SNP	Beta	SE	Pvalue	CHR
rs_sim_28	-0.005450459636831	0.0381088390430521	0.0886283136446649	22
rs_sim_29	-0.0116882412504428	0.0472195936149742	0.0804518793168808	22
rs_sim_30	0.004813528855453	0.0235898315636047	0.0838330235766481	22
rs_sim_31	-0.0035409836476782	0.0243448798123621	0.0884366629127238	22
rs_sim_32	-0.0112620235479084	0.0251072369355706	0.0653790197405926	22
rs_sim_33	0.0504219128726259	0.0272903463261417	0.0064776770595283	22
rs_sim_34	-0.0067946450617602	0.1195655062213513	0.0954686903586777	22
rs_sim_35	0.0030019056364034	0.0312635308421847	0.0923512850413121	22
rs_sim_36	0.00845358639289	0.0305497892723878	0.0782021773511445	22
rs_sim_37	-0.002603133050331	0.0340172186318928	0.0939008352800833	22
rs_sim_38	-0.0006969849562503	0.0360887417711961	0.09845928850777	22
rs_sim_39	0.0670480618863725	0.0689002567581207	0.033058885816202	22
rs_sim_40	-0.0131535007510068	0.0388982954466926	0.0735277707118546	22
rs_sim_41	0.0302979464654146	0.0279934275751846	0.0279213074763628	22
rs_sim_42	-0.0225454912310997	0.0282540929994929	0.0424972403852813	22
rs_sim_43	0.0084181154044426	0.0333243153714207	0.0800588958632074	22
rs_sim_44	0.004048701776514	0.0290644743631906	0.0889223743933906	22
rs_sim_45	0.0447632850888169	0.0341898002536271	0.0190567038806995	22
rs_sim_46	0.004048701776514	0.0290644743631906	0.0889223743933906	22
rs_sim_47	-0.0248410327216516	0.0285798674432178	0.0384832369654797	22
rs_sim_48	-0.0018697651868234	0.0280208918570924	0.0946803940655738	22
rs_sim_49	0.0338880535238754	0.0367234930492241	0.0356205894554918	22
rs_sim_50	0.0160531601225995	0.0285342619101267	0.0573762841575543	22
rs_sim_51	0.0280488127482356	0.0381672951415061	0.046247457628463	22
rs_sim_52	-0.005280198844094	0.0281606565922407	0.0851281719036011	22
rs_sim_53	0.0034765344186626	0.0368150693791969	0.0924773261129803	22
rs_sim_54	-0.0034849461688094	0.032286393997133	0.0914053101323268	22
rs_sim_55	0.0145166982411499	0.0342060086055979	0.0671317681509289	22
rs_sim_56	-0.0013479748071606	0.0275211860118145	0.0960939516923402	22
rs_sim_57	-0.0027201424693645	0.0396371251422533	0.09452927035937	22
rs_sim_58	-0.0164208681974648	0.0286613078577746	0.0566744871444954	22
rs_sim_59	-0.0003251713623404	0.0370248866086076	0.0992993362729323	22
rs_sim_60	-0.019614890418271	0.0362074464610696	0.0588048372094758	22
rs_sim_61	-0.0035191687518378	0.0274318742554946	0.0897931704230959	22
rs_sim_62	-0.0149306144647258	0.0625909166759042	0.0811479634596516	22
rs_sim_63	-0.0225165654336229	0.0482001386130314	0.0640435161075269	22
rs_sim_64	0.0104369072948568	0.0357267137259083	0.0770210114760084	22
rs_sim_65	0.0033423379042229	0.0292546445633227	0.0909048925933808	22
rs_sim_66	-0.0233224451499384	0.0660479013153619	0.0724032650385392	22
rs_sim_67	-0.0120144235359236	0.0313757278627486	0.0701810905111936	22
rs_sim_68	0.0274479832063611	0.0400233572606324	0.0492903330061504	22
rs_sim_69	-0.0546218754634178	0.0543983941936129	0.0315423545255876	22
rs_sim_70	0.0064937975038231	0.0426191666371381	0.0878908974138829	22
rs_sim_71	-0.0248155074233386	0.0365869057985237	0.0497668319056164	22
rs_sim_72	-0.0058808641725442	0.029932981212206	0.0844260062563811	22
rs_sim_73	0.0062114821209487	0.0315223063432559	0.0843804126214581	22
rs_sim_74	0.024582094990595	0.0432111392176506	0.0569486406587149	22
rs_sim_75	-0.0310912134828671	0.0357577034476252	0.0384658788206035	22
rs_sim_76	-0.0058256611622357	0.0301197132163227	0.0846648191080679	22
rs_sim_77	-0.012985754362135	0.0286160337311815	0.065001721605554	22
rs_sim_78	0.0778631940289483	0.0430198272621005	0.0070425433338479	22
rs_sim_79	-0.0115651089480783	0.0599583839890715	0.0847064216889371	22
rs_sim_80	0.0007475260870914	0.0332888490092737	0.0982086199731338	22
rs_sim_81	0.0129118286918541	0.0287058858923418	0.065289560155244	22
rs_sim_82	0.0120006741310672	0.0291920966934802	0.068103936023292	22
rs_sim_83	-0.0098284146103937	0.029767933593424	0.0741300780455493	22
rs_sim_84	0.0496302766968036	0.0301118788280973	0.0099438023025727	22
rs_sim_85	-0.0625078702369547	0.0989976800399379	0.0527831841353888	22
rs_sim_86	0.0053373828161086	0.0318798793354361	0.0867051801329648	22
rs_sim_87	-0.0166632981611247	0.0312780647423299	0.0594255970732083	22
rs_sim_88	0.026316338586311	0.0481838670722901	0.0585001263186036	22
rs_sim_89	0.0478543413467822	0.0371543077168839	0.0197868882624023	22
rs_sim_90	0.0462349319509969	0.0302798800979276	0.0126907488791196	22
rs_sim_91	-0.0027346392699148	0.0310851659144546	0.0929905585897562	22
rs_sim_92	0.0016745843464332	0.0295838335453804	0.0954864601552209	22
rs_sim_93	0.0024729296541778	0.0535597977220104	0.0963177340094389	22
rs_sim_94	-0.0719795304374774	0.0626841836848188	0.0250959236586952	22
rs_sim_95	0.0134569672996204	0.0487403764581145	0.078249801259544	22
rs_sim_96	0.0178839490391963	0.0290737107774681	0.0538528507128175	22
rs_sim_97	0.0803471077791763	0.0742072376410493	0.027902839842153	22
rs_sim_98	0.024910800786054	0.0369253562630605	0.0499975818918975	22
rs_sim_99	0.0096553354047357	0.0305802698203807	0.0752228157777068	22
rs_sim_100	-0.0179470242431245	0.0365379978071058	0.0623336602032901	22
rs_sim_101	0.0461478701027842	0.0287160020812341	0.0108170963961152	22
rs_sim_102	0.0364341013743769	0.029185520030535	0.0212015230582089	22
rs_sim_103	-0.0484994957583778	0.0515941845687224	0.0347298735478571	22
rs_sim_104	-0.0113660227267516	0.0348610827693794	0.0744423196161336	22
rs_sim_105	-0.0061339651290473	0.0348741869525085	0.0860395848413642	22
rs_sim_106	0.0175562423296873	0.0296309051300897	0.0553570920436201	22
rs_sim_107	0.0031810341111218	0.0286443861357408	0.0911583527782767	22
rs_sim_108	0.0858975585051199	0.0773323691828575	0.0266779201335011	22
rs_sim_109	-0.0187511161092141	0.0344107478089684	0.0585856878720753	22
rs_sim_110	0.0229023974188934	0.0364969727986086	0.0530378977885537	22
rs_sim_111	-0.0332606772127049	0.0800076730810395	0.067765158583766	22
rs_sim_112	-0.0490627989643619	0.0405809187475648	0.0226772650007532	22
rs_sim_113	0.048795449707607	0.0385006360952379	0.0205132625584009	22
rs_sim_114	0.0179947464827177	0.0296139280505284	0.054347829181247	22
rs_sim_115	0.0035566448577876	0.0351929723988349	0.0919509956866907	22
rs_sim_116	-0.041086648269298	0.0576171076566176	0.0475851575780976	22
rs_sim_117	0.0152210191129063	0.0365035299940137	0.067673327333611	22
rs_sim_118	-0.0514281239102795	0.0578230559160867	0.0373870880296145	22
rs_sim_119	0.0340271059191516	0.0291925721830998	0.0243883935418645	22
rs_sim_120	-0.0383591328137074	0.0375118436000227	0.0306601902613388	22
rs_sim_121	0.0664338959347977	0.0652384117688343	0.0308622058806294	22
rs_sim_122	0.0478230654850551	0.0853489361966193	0.057530856100596	22
rs_sim_123	0.0201714470028279	0.0297762733802099	0.0498193542012638	22
rs_sim_124	0.0161437700401541	0.0428474729653406	0.070637427301858	22
rs_sim_125	-0.0630457246953261	0.0510546719726748	0.0216995995945418	22
rs_sim_126	-0.0483100647656555	0.031324588168957	0.0123141495793228	22
rs_sim_127	-0.0194154283362322	0.0275692830536949	0.0481348041378349	22
rs_sim_128	-0.0135767964637931	0.0289613089833504	0.0639259986998452	22
rs_sim_129	-0.0427993980876037	0.0421026689506999	0.0309466629791416	22
rs_sim_130	0.0289924646964165	0.0277884414125558	0.0296897107321899	22
rs_sim_131	-0.0473708390215148	0.0430580975567205	0.0271367823836426	22
rs_sim_132	-0.0298422927393376	0.0276733496430442	0.0280969676922057	22
rs_sim_133	0.0376712916934101	0.0618421262728317	0.0542478604524129	22
rs_sim_134	-0.0309256003780047	0.0322279648334449	0.0337354829062061	22
rs_sim_135	-0.0417330136713633	0.0363728222336829	0.0251339245679678	22
rs_sim_136	0.0197187640979262	0.0284136473156099	0.0487753414792033	22
rs_sim_137	0.0775994639425528	0.0525130382615698	0.0139609127301148	22
rs_sim_138	-0.0127989796839358	0.0537767218741676	0.0811898853813363	22
rs_sim_139	-0.0771930760366532	0.0281858547793571	0.0006211655061494	22
rs_sim_140	0.0144137189626098	0.0528280750896252	0.0784997170144743	22
rs_sim_141	-0.0898571584532363	0.0287489332813923	0.0001794891709953	22
rs_sim_142	0.0079256336604249	0.041141256817401	0.0847253087238215	22
rs_sim_143	-0.0597561397900236	0.0281859690000069	0.0034098582576919	22
rs_sim_144	-0.0282566342385599	0.0361249026359756	0.0434175365661393	22
rs_sim_145	-0.0771138336122586	0.0721256710521008	0.0285101020734863	22
rs_sim_146	-0.0752174350306618	0.0288252701117524	0.0009123440572305	22
rs_sim_147	0.0539296753613756	0.0433222340406604	0.0213303542858213	22
rs_sim_148	-0.0516179344606966	0.0316470521400288	0.0103005560025257	22
rs_sim_149	-0.0714411257417467	0.0289905711492029	0.001379533361389	22
rs_sim_150	-0.0438961822958841	0.0299105696860149	0.0142343775456099	22
rs_sim_151	0.0355134001465628	0.0284500413040304	0.0212048130491236	22
rs_sim_152	-0.0463612896679922	0.0315838783156149	0.0142262978402659	22
rs_sim_153	-0.0463612896679922	0.0315838783156149	0.0142262978402659	22
rs_sim_154	-0.0528012504178336	0.0275067674453426	0.0055025452528568	22
rs_sim_155	-0.0200103742515856	0.0366687607391227	0.0585316479177771	22
rs_sim_156	-0.0506095401706608	0.0414771390882244	0.0222511962782041	22
rs_sim_157	-0.0380000308520963	0.02974987679347	0.0201608779914843	22
rs_sim_158	-0.0373431384822262	0.0303822087449179	0.0219145383912651	22
rs_sim_159	-0.0988145169636609	0.0373641306866503	0.0008229005561666	22
rs_sim_160	0.0243822806787544	0.0301264852476933	0.0418402075524819	22
rs_sim_161	-0.0418359613052373	0.0296736906073419	0.0158703208594329	22
rs_sim_162	-0.0180312923797821	0.0307883621058826	0.0558161637012357	22
rs_sim_163	-0.0987248537227523	0.0421575658406163	0.0019268730721144	22
rs_sim_164	-0.0223514121696439	0.0372705095293284	0.0548755348688395	22
rs_sim_165	-0.0248061551926861	0.0305086046861501	0.0416245442047259	22
rs_sim_166	-0.0604405456890315	0.031585498707998	0.0055791213820685	22
rs_sim_167	-0.043251536377102	0.038131841559364	0.02567929114969	22
rs_sim_168	-0.0408050864682369	0.0277773125018948	0.0141956411317827	22
rs_sim_169	0.0264128087653767	0.0788752005054661	0.073775246371552	22
rs_sim_170	-0.0337003935314117	0.0277502435602636	0.0224702774798554	22
rs_sim_171	-0.0040097012688954	0.0355306440493422	0.0910157011304666	22
rs_sim_172	0.0888251650501288	0.0886543272905545	0.0316475733871124	22
rs_sim_173	-0.0198569364972687	0.0356770492978963	0.0577867944092402	22
rs_sim_174	-0.0343548834270762	0.0426086596152006	0.042015299693413	22
rs_sim_175	-0.0043234207556185	0.0292212983373149	0.0882390648098376	22
rs_sim_176	-0.0151916084336002	0.04017400128766	0.0705354761487138	22
rs_sim_177	-0.0558111410989035	0.0279005662567938	0.0045569431147879	22
rs_sim_178	0.0166526930959008	0.0563229909094511	0.0767511060274516	22
rs_sim_179	-0.0089606386456596	0.0272764365666603	0.0742552010741882	22
rs_sim_180	0.011487968692041	0.044211710878245	0.0795008613421333	22
rs_sim_181	0.0192104866880333	0.028822516934842	0.0505146827891176	22
rs_sim_182	-0.0308402995654795	0.0306136197731941	0.0313837824750188	22
rs_sim_183	-0.0038903170120151	0.0289623051412802	0.0893157607262971	22
rs_sim_184	-0.0068396722995415	0.03727172028377	0.0854414028627668	22
rs_sim_185	0.0430232808372814	0.0769421737305885	0.0576099958420769	22
rs_sim_186	-0.060169050947791	0.0373466973072919	0.0107285306239783	22
rs_sim_187	0.014726806417154	0.0429823691875857	0.0731909859771733	22
rs_sim_188	-0.025562229919063	0.0424484329905943	0.0547098976768434	22
rs_sim_189	-0.0068725856271555	0.0407193189769061	0.0865983739342202	22
rs_sim_190	-0.0041421789796229	0.0423446646879925	0.0922082613395979	22
rs_sim_191	0.0194496315380616	0.0274351262687401	0.0478432892595747	22
rs_sim_192	-0.030182257609509	0.0510248644445178	0.0554225106021458	22
rs_sim_193	-0.0339746451164424	0.0442938187458285	0.0443136621367346	22
rs_sim_194	0.0286690839228066	0.0271612318915765	0.0291291825452889	22
rs_sim_195	0.030603896421277	0.0278122153077177	0.0271274152558854	22
rs_sim_196	0.0156663512378574	0.031098614695309	0.0614471834873103	22
rs_sim_197	0.0318482810280482	0.0284091039448522	0.0262370345301086	22
rs_sim_198	-0.0390605990423554	0.0277389101186844	0.0159210334352941	22
rs_sim_199	-0.0413629963544547	0.0323835891534056	0.0201620991495708	22
rs_sim_200	-0.0061605882894821	0.0294239280712356	0.0834173790286181	22
rs_sim_201	-0.042472912625093	0.0367977871321964	0.0248518317525605	22
rs_sim_202	-0.0346488462327258	0.0351390830858669	0.0324204572005998	22
rs_sim_203	-0.0132319570951163	0.041907794096792	0.0752226375021107	22
rs_sim_204	-0.004396697764075	0.0292015305356582	0.0880331838194395	22
rs_sim_205	-0.0204670291873213	0.0286194794613852	0.0474587220633351	22
rs_sim_206	0.0279233563636197	0.0622204689571588	0.0653628602773326	22
rs_sim_207	0.0168111274344869	0.0284196590110322	0.0554217703180613	22
rs_sim_208	0.0216972566820323	0.0626480341279552	0.0729119492746933	22
rs_sim_209	-0.0213234193211695	0.0352246042887406	0.0544997500248032	22
rs_sim_210	-0.0310329489409374	0.0272218219600211	0.0254394319503103	22
rs_sim_211	-0.1011554793867899	0.0407758396172016	0.0013175172744984	22
rs_sim_212	-0.0461877298917348	0.0300598371146156	0.0124535798480199	22
rs_sim_213	0.0388160801295216	0.0298274635504758	0.0193257230395964	22
rs_sim_214	-0.0908503407327561	0.0547319290801416	0.0097056902353308	22
rs_sim_215	0.0354048162053832	0.0300861006516155	0.0239394011691895	22
rs_sim_216	-0.0710237828316897	0.042102045913908	0.0091738826958175	22
rs_sim_217	0.0162901854022318	0.0293870236316001	0.0579400781895818	22
rs_sim_218	-0.0146707232845672	0.0283861467576748	0.0605322703088068	22
rs_sim_219	-0.0220041016728954	0.0274329954536433	0.0422569266087504	22
rs_sim_220	-0.0144686732241781	0.0289401304892895	0.0617152911951957	22
rs_sim_221	-0.0090336050144344	0.028943671907165	0.0754983050372616	22
rs_sim_222	0.0287332120709428	0.0452624508601269	0.0525608141164176	22
rs_sim_223	-0.0117407881613326	0.027274866130151	0.0666896819522502	22
rs_sim_224	-0.0116115534630271	0.02929957388452	0.0691914190330879	22
rs_sim_225	0.0065747606210888	0.0415590101868819	0.0874309596699911	22
rs_sim_226	-0.0148707202140763	0.032732849583142	0.0649648220665381	22
rs_sim_227	0.0435037765629249	0.0439450559344974	0.0322290185955417	22
rs_sim_228	0.0372509413619045	0.0444341196420107	0.040191933319609	22
rs_sim_229	-0.0411703508816767	0.0268728693102659	0.0125638619426041	22
rs_sim_230	0.069487991998984	0.0483798124797547	0.0151041616574756	22
rs_sim_231	-0.0112464427201948	0.0282998498725173	0.0691104268231374	22
rs_sim_232	-0.0461431105858948	0.0328244399119475	0.0159921144072001	22
rs_sim_233	-0.0284256521278703	0.0389197303892856	0.0465234807628725	22
rs_sim_234	-0.0228779413912494	0.0295731121188249	0.0439236818988771	22
rs_sim_235	0.0131159193096467	0.0378880007118	0.0729239502207953	22
rs_sim_236	0.0326956534490385	0.0305040580531085	0.0283892570806445	22
rs_sim_237	0.0358060690738105	0.0362076750271924	0.0322803649505092	22
rs_sim_238	-0.0041010414950879	0.0395228331287018	0.0917365068031642	22
rs_sim_239	-0.0051244770424243	0.0520123752266155	0.0921523958295395	22
rs_sim_240	0.0494501828862419	0.1018238119974144	0.0627261704027666	22
rs_sim_241	-0.070315079526069	0.0447867245117379	0.0116541963628589	22
rs_sim_242	-0.024737226550221	0.028662649309334	0.0388194094751502	22
rs_sim_243	-0.0314529690175793	0.030172216905952	0.0297304707566037	22
rs_sim_244	0.0133262458852268	0.0444984537337084	0.0764601294081109	22
rs_sim_245	-0.0576472210028172	0.0465151606211083	0.0215342837086785	22
rs_sim_246	-0.0616510166189502	0.04651310849672	0.0185141409466927	22
rs_sim_247	0.0028274033035166	0.0421805342878221	0.0946562381686541	22
rs_sim_248	-0.017913090175363	0.0276023352306972	0.0516417267430241	22
rs_sim_249	-0.0018605822554313	0.0300948083396985	0.095070790703128	22
rs_sim_250	0.0291111705783629	0.0435329279921126	0.0503738275274957	22
rs_sim_251	0.0067778428212245	0.0284384627237975	0.0811641835879491	22
rs_sim_252	-0.010545837546186	0.028514415006672	0.0711531278011386	22
rs_sim_253	-0.0086836253610728	0.028326383598727	0.0759206789655864	22
rs_sim_254	-0.0660628971463168	0.036369137113714	0.0069420233611386	22
rs_sim_255	0.0199629518661271	0.028304178106242	0.0480688884447939	22
rs_sim_256	-0.0269004252662224	0.0330677189830896	0.041601169781952	22
rs_sim_257	0.012553433067252	0.0382458149501335	0.0742765049711832	22
rs_sim_258	0.0004000395213246	0.0299567464294072	0.0989346507373112	22
rs_sim_259	0.0145428482424297	0.0293119047059294	0.0619838261059646	22
rs_sim_260	-0.0390197255748305	0.0390073258926553	0.0317253428580791	22
rs_sim_261	0.0038574376072073	0.0328984270424011	0.0906669019636013	22
rs_sim_262	-0.0283868596734619	0.0295975394501803	0.0337603429648473	22
rs_sim_263	-0.0328260811114908	0.0313079317080208	0.0294513767480395	22
rs_sim_264	-0.0078375254249271	0.0268988197116328	0.0770792044917718	22
rs_sim_265	0.004202859695086	0.0268156770850006	0.0875469152815782	22
rs_sim_266	0.0148517181143775	0.0278086599165645	0.0593341867055373	22
rs_sim_267	0.0206566598479783	0.0284010553206056	0.0467097905336676	22
rs_sim_268	0.0201313942148953	0.0277106813440874	0.0467609460432356	22
rs_sim_269	0.0042265968700513	0.0291200271379022	0.0884608879507788	22
rs_sim_270	0.0259307806402262	0.0491435469722242	0.0597786413334363	22
rs_sim_271	0.0002476533182392	0.027863397768428	0.099290910551618	22
rs_sim_272	-0.025873702149758	0.0578846302838386	0.0654922824258782	22
rs_sim_273	0.0219373852988761	0.0352224671630577	0.0533457181669675	22
rs_sim_274	-0.0082734140907439	0.0275404355035775	0.0763889620332694	22
rs_sim_275	-0.0365300135231897	0.0318973173087585	0.0252220196715012	22
rs_sim_276	0.0126154359329768	0.0343672197244458	0.0713592191563893	22
rs_sim_277	-0.0048116463646101	0.0285056270923047	0.0865970458227887	22
rs_sim_278	0.0198948391169124	0.0764429999565581	0.0794686820462526	22
rs_sim_279	-0.005849673600891	0.027396654726396	0.0830940499042524	22
rs_sim_280	-0.0235508216343657	0.0302903858152522	0.0436936433650541	22
rs_sim_281	0.011906883905714	0.0293087692836193	0.0684588739959105	22
rs_sim_282	0.0121457532562131	0.0281833665402994	0.0666538459131086	22
rs_sim_283	0.042821905226337	0.033281254325515	0.0198329271886223	22
rs_sim_284	0.0215114921639694	0.0276882945580372	0.0437281495626973	22
rs_sim_285	0.0268888703963169	0.0378454046333225	0.047746509333155	22
rs_sim_286	-0.0250610229384493	0.0321405914692919	0.04356228420252	22
rs_sim_287	-0.0227751568601572	0.02772009278999	0.0411376122412143	22
rs_sim_288	-0.0228825436973113	0.0306679396875262	0.0455653591574343	22
rs_sim_289	-0.0325462634079559	0.029518186009887	0.0270314143435359	22
rs_sim_290	-0.0296565415902248	0.0294719232771637	0.0314385797063764	22
rs_sim_291	0.0404199640573268	0.0312810568009121	0.0196422913070297	22
rs_sim_292	-0.0674267189185827	0.0460985370507135	0.0143684652479147	22
rs_sim_293	0.0243422808963236	0.0277518087917602	0.0380493651906388	22
rs_sim_294	0.002728854219093	0.061291924453513	0.0964491671619475	22
rs_sim_295	0.0167197791108877	0.0284195906073333	0.0556371437633863	22
rs_sim_296	0.0057275949830694	0.0279339829269263	0.0837557241108618	22
rs_sim_297	-0.008719177976241	0.0272652290217027	0.0749153384049314	22
rs_sim_298	-0.0847642293161143	0.0597840721443403	0.0156362104384141	22
rs_sim_299	0.0030488101588454	0.0281797696494246	0.0913852501631312	22
rs_sim_300	-0.0043871774759619	0.0274231596635729	0.0872909157043852	22
rs_sim_301	0.0726042411881354	0.0640688378688756	0.0257229452853283	22
rs_sim_302	0.0085885594038164	0.0268925085435369	0.0749475467977773	22
rs_sim_303	-0.0532392078158523	0.0292072796613018	0.0068452052101048	22
rs_sim_304	0.1353437506215753	0.1534265726561099	0.0377785724022232	22
rs_sim_305	-0.0261614188576658	0.0323423955142172	0.0418655712450623	22
rs_sim_306	-0.0016073894240122	0.0317270203110386	0.0959598019315836	22
rs_sim_307	0.01349670877014	0.0304654956563484	0.065779230131448	22
rs_sim_308	0.0505013730033441	0.0411947219823351	0.0220344707377195	22
rs_sim_309	0.0926763452665523	0.0386601581883697	0.001659357487377	22
rs_sim_310	0.0177882631160763	0.028048387581742	0.0526008850447461	22
rs_sim_311	0.0008656334416734	0.0393833877978673	0.0982465933887561	22
rs_sim_312	-0.019633682636777	0.0303131340503961	0.0517241295940871	22
rs_sim_313	0.0159581123349529	0.0280706813434536	0.0569748218068508	22
rs_sim_314	0.0313714828264835	0.037973150576064	0.0408798309023993	22
rs_sim_315	-0.0184680803136	0.0407100898036351	0.0650121021466097	22
rs_sim_316	-0.0228930468416526	0.0377786535725135	0.0544584086643479	22
rs_sim_317	0.0281305118634224	0.0432939805938558	0.0515909667938123	22
rs_sim_318	0.0153337267448748	0.026577469670827	0.0564028806801854	22
rs_sim_319	-0.02444253257236	0.0373728165085337	0.0513159662306206	22
rs_sim_320	0.0004756771251562	0.0267394680852923	0.0985808338125913	22
rs_sim_321	0.0136713330347916	0.0400648294307028	0.073295888110737	22
rs_sim_322	-0.0029974629515973	0.026827412305564	0.091104538488148	22
rs_sim_323	0.0027446351964686	0.0302692652633328	0.0927758892879516	22
rs_sim_324	-0.0092620530546185	0.0344741121756864	0.0788208171119362	22
rs_sim_325	-0.0204456042915036	0.0512005955037116	0.0689688888066211	22
rs_sim_326	-0.0333818206076594	0.0389396278378157	0.0391377137890201	22
rs_sim_327	-0.0018582257430626	0.0296663692601334	0.0950060209848591	22
rs_sim_328	0.0101087112323684	0.0283993894867557	0.072190937603578	22
rs_sim_329	-0.0004782418438213	0.0486788222926785	0.0992162145679012	22
rs_sim_330	0.0291582227793753	0.0386732842781721	0.045094242879374	22
rs_sim_331	-0.0278183153783073	0.0415653987875609	0.0503387451329774	22
rs_sim_332	-0.0214201086477605	0.035964401992343	0.0551501718176305	22
rs_sim_333	-0.0633923065765831	0.0464045611917736	0.0172036871304862	22
rs_sim_334	-0.0362019664143505	0.0306474748625802	0.023762039936162	22
rs_sim_335	-0.0583480466167105	0.0808239099452724	0.0470413791056363	22
rs_sim_336	-0.008923025063114	0.0406420444970192	0.0826238314747938	22
rs_sim_337	0.0436816663171256	0.0367330353764246	0.0234487305777489	22
rs_sim_338	0.0371517914786466	0.0334658406117532	0.0267045084760007	22
rs_sim_339	-0.0297273895209083	0.0270260257973506	0.0271457914816991	22
rs_sim_340	-0.0347130037949846	0.02981617586252	0.0244440222197195	22
rs_sim_341	-0.0345556203785725	0.0402269907239364	0.0390414092376505	22
rs_sim_342	-0.0219813652427428	0.0294542402609815	0.0455563178521451	22
rs_sim_343	0.0395118870166188	0.042311148806844	0.0350476009620854	22
rs_sim_344	0.0452667351250487	0.0422155120858042	0.0283698915007582	22
rs_sim_345	0.0500276634795513	0.0496403218265085	0.0313646515401109	22
rs_sim_346	0.0244939903308293	0.0322949260149698	0.0448254855651371	22
rs_sim_347	0.0134818440866105	0.0334544981024102	0.0686989662820032	22
rs_sim_348	0.0444942394821832	0.0281670248815388	0.0114311831467663	22
rs_sim_349	0.0545847175524435	0.0497993365604995	0.0273143450714127	22
rs_sim_350	-0.0358493523665025	0.0419011160771928	0.0392317401561403	22
rs_sim_351	-0.0044550498609819	0.0356345447600669	0.0900517336770973	22
rs_sim_352	-0.0105923802802687	0.0355603032081672	0.0765826413922202	22
rs_sim_353	-0.0282001639512703	0.0300016040987706	0.034733127303627	22
rs_sim_354	0.0076537968699869	0.0458550484838797	0.0867452109363993	22
rs_sim_355	-0.0131474725829944	0.033755165529403	0.0696943061488609	22
rs_sim_356	-0.0168079113365363	0.0277291279463212	0.0544472522263936	22
rs_sim_357	0.154085858179215	0.1004578204805664	0.0125196346296803	22
rs_sim_358	-0.0740237400046969	0.042347835486939	0.0080587813806729	22
rs_sim_359	-0.0183437690259985	0.0328373499430508	0.057646757189229	22
rs_sim_360	-0.0776229193105616	0.0452270411704672	0.0086231947610262	22
rs_sim_361	-0.0152994400653526	0.029119201170053	0.0599346656068417	22
rs_sim_362	-0.0214469977429944	0.0298540650075953	0.0472581121197011	22
rs_sim_363	0.1193849389616406	0.075120230554006	0.011212996830035	22
rs_sim_364	0.110626582024366	0.0753039999647289	0.014194047561457	22
rs_sim_365	0.0408327495278898	0.0518281552768039	0.0430859788197174	22
rs_sim_366	0.0149984383763807	0.033874042578699	0.0657969770886717	22
rs_sim_367	-0.03227546715122	0.0306901736853295	0.0293059533656027	22
rs_sim_368	0.0719994741607957	0.0382630415150048	0.005999307851716	22
rs_sim_369	0.0146845765571781	0.033957736179083	0.0665461206291476	22
rs_sim_370	-0.0451313479635347	0.0335421664201819	0.0178582249932645	22
rs_sim_371	0.0252508581915121	0.0625429589476207	0.0686441200254793	22
rs_sim_372	-0.007798400440633	0.0296398340309718	0.0792491004491856	22
rs_sim_373	0.0274073606210381	0.0515472812408826	0.0594985413047698	22
rs_sim_374	-0.0301314758241069	0.0329834163882783	0.0361049725118002	22
